id,date,platform,handle,text,favorite_count,repost_count,quote_flag,repost_flag,deleted_flag,word_count,hashtags,urls,user_mentions,media_count,media_urls,post_url,in_reply_to
116516271982832945,2026-05-04T07:20:16-05:00,Truth Social,realDonaldTrump,"When a devastated (he was crying like a baby!) Van Jones of CNN came to me with a group of African American leaders, he had “DEAD” in getting Criminal Justice Reform approved in Congress. Van Jones and these Black reps had been unsuccessfully fighting to get “Reform” for many years.  He was just wasting everyone’s time - Needed 5 Conservative Senators - there was no chance, or even hope, for a win. I liked some of the people he was with, agreed with what they were saying, and quickly rounded up the votes needed to get CRIMINAL JUSTICE REFORM approved. It was NOT easy! Nobody else, including Obama, who tried to for years, could have done this! Now I watch this guy, Van Jones, every chance he gets, calling me a “Dictator,” and far worse. He should be ashamed of himself!!! President DJT",1744,532,False,False,False,143,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116516271982832945,nan
116514034239300873,2026-05-03T21:51:11-05:00,Truth Social,realDonaldTrump,"TERMINATE THE FILIBUSTER, AND WIN!!! President DJT",21268,5883,False,False,False,7,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116514034239300873,nan
116513195579187634,2026-05-03T18:17:54-05:00,Truth Social,realDonaldTrump,"Our fabulous Rudy Giuliani, a True Warrior, and the Best Mayor in the History of New York City, BY FAR, has been hospitalized, and is in critical condition. What a tragedy that he was treated so badly by the Radical Left Lunatics, Democrats ALL — AND HE WAS RIGHT ABOUT EVERYTHING! They cheated on the Elections, fabricated hundreds of stories, did anything possible to destroy our Nation, and now, look at Rudy. So sad! President DONALD J. TRUMP",33832,8893,False,False,False,78,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116513195579187634,nan
116513163772009550,2026-05-03T18:09:49-05:00,Truth Social,realDonaldTrump,"We cannot allow there to be an Election that is conducted unconstitutionally simply for the “convenience” of State Legislatures. If they have to vote twice, so be it. We should demand that State Legislatures do what the Supreme Court says must be done. That is more important than administrative convenience. The byproduct is that the Republicans will receive more than 20 House Seats in the upcoming Midterms! President DONALD J. TRUMP",26624,6951,False,False,False,71,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116513163772009550,nan
116513161545641614,2026-05-03T18:09:15-05:00,Truth Social,realDonaldTrump,,9731,2701,False,False,False,0,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116513161545641614,nan
116513141481569905,2026-05-03T18:04:08-05:00,Truth Social,realDonaldTrump,,18068,4321,False,False,False,0,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116513141481569905,nan
116513139072353838,2026-05-03T18:03:32-05:00,Truth Social,realDonaldTrump,,16378,3324,False,False,False,0,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116513139072353838,nan
116513086831283231,2026-05-03T17:50:14-05:00,Truth Social,realDonaldTrump,"Hakeem Jeffries, a Low IQ individual, said our Supreme Court is “illegitimate.” After saying such a thing, isn’t he subject to Impeachment? I got impeached for A PERFECT PHONE CALL. Where are you Republicans? Why not get it started? They’ll be doing this to me! President DONALD J. TRUMP",21454,5469,False,False,False,49,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116513086831283231,nan
116512992340359826,2026-05-03T17:26:13-05:00,Truth Social,realDonaldTrump,"Bill Maher got “eaten up” by Gavin Newscum when Newscum said how well California is doing, A COMPLETE LIE, and Bill Maher never challenged him, not even a little bit. Also, Bill Maher’s “Ratings” SUCK! President DONALD J. TRUMP",17418,3638,False,False,False,39,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116512992340359826,nan
116512989815567980,2026-05-03T17:25:34-05:00,Truth Social,realDonaldTrump,"Fannie Mae Headquarters in Reston, Virginia. MAGA!",15938,3282,False,False,False,7,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116512989815567980,nan
116512970609978827,2026-05-03T17:20:41-05:00,Truth Social,realDonaldTrump,,12444,2224,False,False,False,0,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116512970609978827,nan
116512968790021543,2026-05-03T17:20:13-05:00,Truth Social,realDonaldTrump,,16310,3496,False,False,False,0,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116512968790021543,nan
116512555123589170,2026-05-03T15:35:01-05:00,Truth Social,realDonaldTrump,"Countries from all over the World, almost all of which are not involved in the Middle Eastern dispute going on so visibly, and violently, for all to see, have asked the United States if we could help free up their Ships, which are locked up in the Strait of Hormuz, on something which they have absolutely nothing to do with — They are merely neutral and innocent bystanders! For the good of Iran, the Middle East, and the United States, we have told these Countries that we will guide their Ships safely out of these restricted Waterways, so that they can freely and ably get on with their business. Again, these are Ships from areas of the World that are not in any way involved with that which is currently taking place in the Middle East. I have told my Representatives to inform them that we will use best efforts to get their Ships and Crews safely out of the Strait. In all cases, they said they will not be returning until the area becomes safe for navigation, and everything else. This process, Project Freedom, will begin Monday morning, Middle East time. I am fully aware that my Representatives are having very positive discussions with the Country of Iran, and that these discussions could lead to something very positive for all. The Ship movement is merely meant to free up people, companies, and Countries that have done absolutely nothing wrong — They are victims of circumstance. This is a Humanitarian gesture on behalf of the United States, Middle Eastern Countries but, in particular, the Country of Iran. Many of these Ships are running low on food, and everything else necessary for largescale crews to stay on board in a healthy and sanitary manner. I think it would go a long way in showing Goodwill on behalf of all of those who have been fighting so strenuously over the last number of months. If, in any way, this Humanitarian process is interfered with, that interference will, unfortunately, have to be dealt with forcefully. Thank you for your attention to this matter!  DONALD J. TRUMP PRESIDENT OF THE UNITED STATES OF AMERICA",43302,9704,False,False,False,360,,,,0,nan,https://truthsocial.com/@realDonaldTrump/116512555123589170,nan
116511293838078879,2026-05-03T10:14:16-05:00,Truth Social,realDonaldTrump,"Trump Tells German Chancellor Merz ‘Fix Your Broken Country,’ Mulls Pulling U.S. Troops from Spain and Italy:   https://www.  breitbart.com/europe/2026/05/0  1/trump-tells-german-chancellor-merz-to-fix-his-broken-country-mulls-pulling-u-s-troops-from-spain-and-italy/",19761,4852,False,False,False,20,,https://www.,,0,nan,https://truthsocial.com/@realDonaldTrump/116511293838078879,nan
